age,gender,total_sleep_hours,sleep_quality,exercise_mins_day,caffeine_intake_mg,screen_time_before_bed_mins,work_hours_hrs_day,productivity_score,mood_score,stress_level,exercise_cat
42,Female,4.56,1,20,254,164,7.59949162482883,5,5,1,low
29,Male,5.47,2,15,44,128,6.173875210608358,5,3,2,low
27,Other,8.73,7,79,98,175,4.7563164369101605,8,1,3,high
56,Other,6.05,9,56,99,131,8.05490515386199,6,7,1,medium
55,Other,6.94,3,89,104,56,5.637867150925585,9,7,8,high
18,Male,5.58,2,15,40,136,4.540972261209011,2,5,3,low
44,Male,7.61,9,76,34,125,5.062034480354083,5,8,7,high
28,Other,5.28,2,14,90,141,9.890689812373154,2,3,7,low
45,Other,5.32,7,37,175,106,10.953035474364633,3,2,9,medium
59,Female,7.78,5,73,295,127,6.466393538216644,3,2,1,high
44,Female,6.88,1,64,70,35,4.0161973678579495,10,3,2,high
54,Female,4.64,3,75,218,153,8.423366534814075,7,1,6,high
33,Other,5.16,5,19,22,169,10.094108042408864,3,10,8,low
19,Female,6.01,5,86,156,12,10.038180306454452,7,7,10,high
18,Other,6.58,7,34,289,177,5.096989293273653,2,7,1,medium
18,Other,9.03,10,27,243,2,6.395983123258631,2,6,6,low
43,Male,6.52,2,58,7,90,10.323601367214948,2,2,9,medium
59,Female,6.31,9,66,22,110,4.868158630445397,4,10,3,high
39,Male,5.02,8,51,6,87,4.657643859539813,4,9,9,medium
31,Other,6.09,6,10,185,167,5.712391819893369,7,8,10,low
40,Other,7.41,10,43,286,124,10.737833890135573,2,8,4,medium
20,Female,6.96,1,18,231,55,8.674649080468026,9,7,10,low
48,Male,6.8,9,29,194,166,6.411678245811463,2,4,8,low
44,Other,6.18,6,4,12,54,10.60071079994896,6,3,6,low
43,Other,6.9,4,3,67,100,6.280738127650331,7,3,3,low
19,Female,7.14,2,54,277,156,11.079908845366102,6,7,6,medium
29,Other,9.26,9,78,31,72,7.5553521268851345,4,8,2,high
56,Male,8.73,9,50,170,3,7.0856100700101505,8,2,3,medium
57,Other,4.88,2,63,159,8,5.756515134998016,8,8,9,high
33,Male,7.01,4,89,74,65,4.87669566319782,2,3,9,high
48,Other,5.37,8,10,108,13,4.880007683173829,6,8,1,low
47,Female,9.46,5,77,33,168,11.494906106280151,2,4,8,high
49,Female,4.77,6,74,34,37,6.810658998388732,10,1,9,high
27,Male,6.43,9,76,25,39,11.857635226631594,1,1,8,high
41,Other,7.27,3,50,87,91,9.64105772526631,2,5,10,medium
23,Female,4.96,6,49,69,138,4.547939175099754,10,10,8,medium
19,Female,5.22,5,89,35,15,8.163461840228134,5,7,5,high
54,Female,9.46,8,67,154,103,7.229042910282939,1,10,4,high
53,Female,7.65,3,11,89,82,5.062365499927958,5,4,9,low
22,Female,5.02,8,53,282,155,7.184787731231019,7,9,9,medium
24,Male,6.74,2,34,105,86,7.05493477809299,6,7,9,medium
33,Male,5.08,5,18,85,49,9.194455063804348,6,5,6,low
55,Female,7.22,7,74,31,144,9.047756017485373,6,10,8,high
20,Male,5.28,9,36,212,178,9.156144729504582,3,8,6,medium
55,Other,7.62,1,83,157,165,4.958016650180886,6,10,7,high
42,Other,4.69,5,68,294,156,11.875009691732398,7,1,3,high
43,Female,8.55,7,66,177,10,7.773818985609605,10,5,6,high
47,Male,8.05,3,46,11,26,9.12678898227422,6,4,7,medium
51,Female,6.67,1,14,286,154,7.135188631164001,3,1,3,low
19,Male,6.86,7,89,110,64,6.523714224560084,5,3,4,high
38,Female,5.79,5,34,106,31,8.253552988475228,5,4,4,medium
24,Male,4.6,4,27,289,15,7.339643566743249,2,1,7,low
57,Female,5.87,2,48,47,133,8.66191145131829,5,1,8,medium
32,Other,8.94,7,86,275,56,6.5450114580387355,7,4,2,high
57,Male,5.49,10,64,121,42,9.728704278100365,1,10,6,high
44,Other,7.2,3,50,293,165,8.429642213406009,1,6,10,medium
52,Female,8.69,10,66,113,179,6.884987798456738,2,3,3,high
37,Other,7.18,8,61,57,110,5.312618589090912,9,1,6,high
20,Female,9.28,1,55,95,145,8.136110377327778,6,7,9,medium
28,Male,4.87,7,70,107,139,8.251734831675847,3,5,4,high
38,Other,7.7,6,18,164,10,4.8636654100431125,9,3,5,low
31,Male,8.46,6,50,255,41,4.3550727625721,5,2,6,medium
19,Other,8.67,8,19,279,8,6.9920449238559295,5,6,9,low
31,Female,6.53,3,15,50,127,11.96742856442594,4,9,4,low
27,Other,7.98,6,5,90,72,8.450853445598302,5,2,10,low
24,Other,5,1,36,224,9,10.749706617626018,9,1,10,medium
56,Other,5.64,1,2,28,171,9.8929532630296,2,10,5,low
38,Other,6.05,1,28,47,129,7.988660451476663,6,4,10,low
22,Other,7.01,5,7,246,168,7.109465722281122,5,8,4,low
56,Female,4.51,5,9,113,164,6.541029087079079,8,5,4,low
33,Female,8.29,10,65,284,39,6.574050002381179,7,10,9,high
20,Other,9.37,7,82,118,1,5.0810207378853915,3,7,10,high
42,Female,8.38,9,52,187,38,8.424583034320172,7,9,2,medium
50,Female,5.51,5,22,235,123,8.932303770966136,5,5,3,low
46,Female,6.96,2,28,190,105,8.552694098019455,6,2,7,low
23,Female,8.24,1,42,111,149,10.03404991538398,3,3,4,medium
21,Male,7.46,4,40,197,178,6.259080170076255,4,7,2,medium
56,Female,7.47,1,58,111,112,9.03027287132034,7,10,9,medium
37,Male,8.83,2,45,246,173,8.200218268045266,10,6,1,medium
57,Female,9.19,6,38,180,82,10.546926412303696,10,9,6,medium
47,Male,5.96,8,11,256,69,5.010849725460213,1,4,3,low
20,Other,7.34,10,45,245,68,4.412091937071483,1,7,1,medium
56,Male,8.28,9,14,42,87,6.240882905457788,2,2,10,low
34,Female,7.29,3,33,194,62,10.12503458700226,10,2,4,medium
38,Other,5.1,9,65,121,107,7.650941872251851,10,5,5,high
27,Female,7.86,1,73,74,46,6.040230427297691,7,8,6,high
36,Male,5.7,1,24,260,156,9.079152623414023,3,3,1,low
19,Other,6.05,8,8,215,70,5.191137610699154,1,8,7,low
43,Other,7.85,1,10,146,169,9.970086942382178,10,4,2,low
42,Female,6.61,9,49,229,118,4.57231532380159,4,7,9,medium
30,Female,8.63,2,9,96,99,10.543153739100216,1,5,7,low
44,Other,7.62,6,8,199,77,10.02768884697267,9,4,9,low
57,Other,6.65,3,71,180,27,5.202900967592053,6,5,1,high
47,Male,8.19,10,39,129,47,8.724692848377469,8,2,3,medium
29,Female,9.41,4,59,95,155,7.207572620898251,10,8,8,medium
56,Other,8.09,5,29,48,169,4.4122602258735695,4,4,1,low
50,Male,8.99,2,12,165,156,5.58993370380961,4,8,5,low
28,Male,5.21,8,72,247,179,11.591910514397572,3,8,5,high
36,Female,5.72,8,60,196,76,4.631979777700753,4,2,5,medium
43,Other,8.69,10,4,171,146,11.063366178025287,2,6,8,low
18,Other,7.28,7,60,191,103,6.038974890461069,1,8,10,medium
22,Male,6.8,8,5,19,23,10.809775492755747,8,4,10,low
35,Female,6.4,9,75,200,136,7.32448754572731,9,9,7,high
19,Male,8.61,8,34,33,5,7.176433889483386,7,1,4,medium
48,Other,8.94,5,60,231,37,4.586193971318298,3,3,4,medium
44,Male,8.22,9,71,57,39,10.35899629233787,6,7,6,high
55,Other,5.1,2,64,142,137,10.45639090925626,5,4,9,high
36,Female,5.22,3,57,4,165,9.532537993083029,2,6,4,medium
35,Male,6.15,10,58,84,95,11.0192636479058,5,10,9,medium
20,Male,6.86,1,58,177,33,8.614702440357167,6,2,6,medium
34,Other,8.63,3,80,93,21,5.437779295297189,5,6,7,high
59,Male,5.28,2,15,167,106,11.457914210809104,4,6,8,low
19,Other,8.78,8,44,217,167,7.836763918844641,1,1,9,medium
53,Other,6.05,1,10,29,22,10.234818991442236,10,4,1,low
35,Female,9.46,6,32,190,104,5.681126642214488,9,2,5,medium
46,Other,4.63,6,62,79,27,8.661740163225772,9,2,5,high
53,Female,5.93,3,18,163,117,9.798571359068072,8,4,5,low
46,Other,5.33,4,27,194,137,7.544339460358912,4,4,6,low
28,Female,8.15,7,14,9,178,6.237486858262357,7,6,2,low
42,Other,8.37,10,25,223,111,5.51926005414005,2,9,5,low
54,Female,6.85,6,40,152,45,11.209028864589854,5,10,1,medium
53,Other,4.93,5,33,218,137,8.821608601110377,3,4,9,medium
33,Other,5.26,3,21,47,113,7.528605459246002,3,6,9,low
20,Other,8.69,10,81,120,134,9.625883091092112,3,4,9,high
55,Other,5.06,6,20,122,32,11.217392958363211,1,6,5,low
57,Female,5.83,6,53,185,139,8.051205836781767,3,4,1,medium
37,Male,5.61,10,26,187,161,10.96052282990008,4,7,7,low
58,Other,6.83,10,50,154,167,10.190858974653777,8,7,9,medium
47,Male,6.54,9,78,280,148,6.430904613050724,8,7,5,high
28,Male,8.02,2,74,143,95,7.575233270522897,7,5,8,high
39,Male,6.88,7,7,275,58,7.797644284845702,9,10,3,low
19,Female,9.17,7,50,231,103,6.9010334002961145,10,1,6,medium
31,Other,7.8,3,8,105,64,6.230660409050705,6,7,8,low
54,Female,5.34,5,80,173,108,4.589636942750536,2,2,6,high
39,Other,8.73,4,36,211,5,8.298218862586415,5,5,3,medium
51,Male,7.97,10,75,230,2,8.494555624393904,8,10,9,high
18,Male,9.27,6,66,231,129,9.341142585788427,2,9,5,high
46,Other,6.85,2,52,289,124,11.17903104781042,4,4,10,medium
18,Other,6.23,8,20,200,92,8.151263271556086,6,9,4,low
38,Female,6.63,6,48,2,165,11.933355305867178,3,7,6,medium
39,Other,4.98,2,41,233,179,11.95501453203966,8,10,9,medium
38,Male,5.42,4,10,254,85,10.545714458571634,10,4,6,low
37,Male,5.27,5,13,227,69,10.329376266407737,2,6,2,low
23,Other,6.94,4,72,86,67,11.345691548027451,8,2,9,high
58,Other,7.6,1,82,108,100,11.637473460122983,4,10,10,high
40,Other,5.35,9,78,6,132,5.0768402761506914,7,2,5,high
49,Female,8.98,5,3,209,44,8.844821798405723,5,9,3,low
37,Female,6.78,6,0,20,175,10.07347200824116,8,5,7,low
35,Male,8.62,10,52,44,169,5.951887564403128,6,3,8,medium
23,Male,8.43,5,42,211,81,4.55083251594759,8,1,3,medium
34,Male,9.24,4,8,85,52,9.043753741038811,5,1,1,low
34,Male,6.78,7,71,169,101,8.099097880760183,10,5,1,high
55,Other,9.29,8,44,204,8,5.096625339986566,8,8,10,medium
30,Male,7.98,1,13,35,149,10.9975173125885,3,2,9,low
48,Male,6.48,4,37,257,53,7.916894116821194,1,8,6,medium
51,Male,8.4,8,36,230,35,4.944961065057406,6,6,9,medium
48,Female,9.28,2,60,237,35,6.3319625025103345,6,7,1,medium
32,Female,8.43,6,4,91,0,10.0338721367134,3,9,3,low
54,Female,9.46,6,56,119,95,5.457247233781083,3,9,10,medium
42,Other,5.83,1,27,21,98,8.833527297795534,4,9,6,low
54,Female,6.43,3,22,147,108,7.213630921753005,7,1,7,low
35,Male,5.45,7,86,142,126,6.346160972949237,6,6,5,high
23,Male,8.47,4,18,269,64,7.752860460038589,9,7,7,low
33,Other,9.04,10,55,68,119,11.887126809538664,10,8,10,medium
55,Female,7.91,9,48,199,40,8.237597865279973,9,10,8,medium
45,Other,6.17,2,45,259,149,10.985881654536971,10,2,9,medium
26,Other,6.01,4,75,151,90,6.827774477570118,6,3,4,high
58,Female,5.16,6,14,219,16,4.7063773573335625,9,3,3,low
48,Other,6.32,4,20,282,82,5.4760334391610686,3,1,4,low
30,Female,5.63,6,18,73,9,8.363220520191906,8,9,2,low
47,Female,5.52,3,40,139,147,8.15803323313106,4,5,8,medium
59,Other,7.51,2,7,246,147,5.391609116620264,10,2,7,low
59,Other,7.76,7,64,181,107,9.980951954690886,8,3,10,high
42,Other,6.09,9,37,36,121,6.591334867941537,4,5,9,medium
48,Other,5.77,1,65,57,28,10.057058466386586,3,1,5,high
31,Other,4.98,1,63,71,144,7.852796663208557,8,8,7,high
43,Female,9.08,5,47,282,151,4.380225751404069,4,5,5,medium
44,Male,5.27,7,60,147,99,9.770822729988248,8,2,9,medium
35,Other,8.11,4,37,69,115,4.826205035146308,1,1,2,medium
44,Male,9.09,8,71,113,90,8.678314704687246,10,1,4,high
46,Female,8.18,10,52,87,126,5.956612803885787,8,4,9,medium
31,Male,7.17,1,43,229,164,5.026347939766441,6,7,3,medium
49,Female,6.1,5,88,254,76,11.051497399538793,8,8,9,high
44,Male,7.35,6,74,173,123,5.2378246012108685,9,3,6,high
49,Other,7.68,7,11,291,91,9.41554503365553,5,3,2,low
55,Male,4.59,4,84,278,141,4.913247231909466,1,2,3,high
19,Female,6.08,6,88,52,18,11.539181778246402,1,2,3,high
31,Female,5.72,4,9,101,117,11.80003861347409,2,6,5,low
55,Male,7.07,1,45,173,163,9.789168182740369,9,6,9,medium
31,Female,8.83,3,33,48,63,7.1513752695573745,8,5,10,medium
50,Male,9.35,8,36,284,136,6.280021839608238,8,4,4,medium
25,Female,5.03,8,13,79,102,4.4913286589726304,4,3,9,low
25,Male,7.8,5,17,28,134,10.409648048416784,8,6,4,low
26,Male,4.94,1,21,49,26,8.64031134172123,2,7,10,low
38,Male,6.58,5,54,296,5,9.8516364662978,5,5,7,medium
39,Female,8.51,5,62,85,83,7.7687900419434595,8,8,3,high
50,Male,7.25,8,12,14,54,10.619513867032456,1,4,5,low
42,Male,7.42,7,31,295,96,5.313779081438949,3,9,10,medium
59,Female,8.07,10,47,184,8,7.439959307674945,8,3,2,medium
20,Other,9.12,6,32,108,109,9.125572510016497,7,6,2,medium
35,Female,7.97,9,76,276,54,9.100517484342884,2,3,5,high
53,Female,9.09,9,37,142,156,7.916952353047529,8,1,5,medium
41,Male,4.81,7,9,64,132,4.219941263060455,4,5,3,low
45,Male,9.05,2,31,115,173,7.989197160070794,9,6,2,medium
38,Female,5.51,1,38,189,89,10.584917774052272,10,6,9,medium
39,Male,6.98,1,75,148,5,9.771087032872284,4,10,8,high
46,Male,6.96,10,48,86,83,4.995726359048832,9,9,9,medium
59,Other,7.08,5,7,222,144,9.547799135276351,5,5,3,low
42,Male,8.42,8,85,129,93,7.206327559875949,3,4,9,high
19,Female,6.3,6,27,139,36,10.809130553927226,7,2,10,low
20,Female,7.69,8,27,5,60,8.94330347739736,3,5,2,low
33,Female,5.64,5,85,140,79,6.231942780002163,9,3,4,high
23,Male,6.39,4,33,12,170,4.2635683097005455,6,7,4,medium
44,Female,5.78,7,47,54,16,4.144701655083892,7,4,4,medium
52,Female,8.96,7,11,226,62,9.936635298271526,2,8,6,low
39,Other,4.59,5,15,168,18,4.913683377552947,1,6,1,low
22,Male,8.61,8,87,96,131,5.623779021472466,9,10,1,high
42,Other,6.89,3,28,280,27,5.8361729458764495,10,2,6,low
42,Female,6.49,6,9,140,41,10.267997742716986,9,1,7,low
44,Female,5.47,9,51,165,76,7.61239998610554,3,9,9,medium
39,Male,6.4,9,85,168,130,7.751283881454509,8,1,9,high
23,Male,8.19,8,45,245,76,11.370109698504766,9,5,8,medium
29,Male,8.42,10,34,101,175,4.3708501306611804,3,8,9,medium
40,Other,5.33,4,40,231,110,9.96023432246692,6,9,6,medium
28,Other,6.4,2,3,97,101,8.030684299203033,9,6,6,low
49,Other,5.49,4,35,260,177,7.373814365498522,7,1,3,medium
21,Male,6.35,8,73,5,75,6.887148302460706,2,4,3,high
39,Female,8.75,8,2,84,172,7.223912752695331,9,4,2,low
19,Male,6.94,4,19,46,0,6.9480313462871885,4,1,5,low
31,Other,5.31,9,35,34,138,5.620480543475541,9,7,6,medium
41,Male,7.48,9,85,257,23,9.85699149906366,3,9,10,high
24,Male,7.35,7,13,173,100,7.574863736303029,6,8,7,low
46,Other,4.51,4,33,56,32,9.2200072115019,4,1,4,medium
50,Other,7.45,5,40,172,60,9.789295425757455,9,1,3,medium
29,Other,7.31,2,75,117,97,4.287789197595053,6,2,3,high
39,Other,8.84,6,48,135,135,7.261489332252645,4,5,8,medium
52,Male,7.19,5,58,158,5,5.979504921394093,4,4,9,medium
57,Female,9.06,10,63,97,79,5.027317566363516,7,9,4,high
56,Other,4.98,7,67,6,96,9.48755988985393,2,3,5,high
40,Male,8.99,7,44,206,51,9.210719500636392,6,8,1,medium
36,Female,7.88,5,62,6,87,6.448473165231213,9,8,7,high
27,Other,8.28,7,85,98,114,8.526631174542377,10,6,1,high
42,Other,7.08,2,81,245,136,9.812226392029576,9,1,7,high
51,Female,6.71,8,53,58,172,9.898615241541169,7,10,6,medium
29,Female,9.26,6,72,249,56,7.736073661050571,3,4,9,high
39,Male,5.06,7,76,23,34,6.766017816085648,10,10,6,high
36,Other,8.59,10,74,130,127,4.9743126620664775,2,3,2,high
46,Male,6.57,6,20,162,82,9.104416871645846,4,3,4,low
43,Other,8.6,9,34,146,175,4.0514465767370655,3,2,4,medium
41,Male,5.12,4,87,75,165,9.156029627270032,1,7,4,high
46,Female,7.64,4,15,251,78,9.090563247119189,2,8,5,low
45,Female,5.58,7,72,30,41,8.299466043426811,6,8,10,high
23,Male,5.27,9,39,98,36,9.14298696011871,2,6,2,medium
53,Other,9.44,10,15,28,7,10.42646397810302,7,4,10,low
42,Male,6.85,6,0,29,13,6.0436849227334815,2,3,6,low
37,Male,9.25,7,70,32,50,5.387055566583306,8,10,5,high
36,Other,7.35,7,36,273,78,11.409922093057078,5,6,10,medium
30,Other,7.75,10,27,286,51,11.480553091406746,8,9,6,low
19,Male,7.34,7,5,11,161,7.394728386852111,5,5,8,low
50,Male,8.5,4,67,144,15,4.748407860980834,1,5,8,high
45,Other,4.96,3,68,129,24,7.080125078905653,1,5,4,high
29,Male,5.1,6,16,169,146,8.040569013798848,7,1,6,low
22,Other,6.23,4,4,240,18,4.0628670136192655,10,8,9,low
35,Other,4.77,5,84,202,56,10.36750373964806,2,3,5,high
27,Female,7.94,1,39,192,101,4.349172029149485,8,8,3,medium
31,Other,4.63,5,5,82,123,9.73775276071581,9,10,10,low
47,Other,5.94,4,49,275,120,6.727466688181313,9,9,3,medium
57,Other,6.98,7,61,247,161,8.834460761696896,10,6,3,high
33,Other,4.72,5,84,272,148,9.813893351522516,7,2,6,high
29,Female,6.46,2,66,214,120,9.252166228745049,2,5,6,high
38,Other,5.91,6,79,241,87,10.389435735483056,9,4,1,high
28,Male,8.24,5,39,272,147,9.616740695357292,2,2,2,medium
58,Male,5.96,3,40,144,29,5.489900903262235,8,7,3,medium
53,Female,6.14,4,43,288,109,11.03751770428389,8,5,2,medium
21,Female,7.66,4,87,78,177,10.841942502587688,10,10,8,high
20,Male,9.16,7,66,245,87,8.581093652580199,6,4,2,high
43,Female,6.57,6,7,169,118,5.433122110315019,5,10,8,low
23,Female,5.31,8,20,153,85,5.408381563417362,2,5,1,low
41,Male,8.31,2,13,270,60,8.61738333873782,5,8,10,low
44,Male,5.18,3,25,6,91,9.634850352712768,4,6,3,low
29,Male,4.83,4,27,207,163,11.262750175747176,1,5,10,low
33,Female,7.77,6,24,11,64,6.397244792909706,3,5,5,low
21,Other,4.56,5,23,215,146,9.001288934137452,9,5,1,low
40,Male,6.4,7,20,276,168,7.382583686609533,8,1,4,low
21,Male,7.08,2,51,98,52,10.712451597115482,8,10,7,medium
20,Female,7.1,5,46,260,76,5.4172053264109605,3,9,3,medium
56,Male,8.65,1,64,290,162,10.633221280595375,8,1,4,high
21,Other,9.06,9,21,259,127,5.9074037758295,6,3,3,low
20,Male,7.17,4,61,294,63,7.102865120162842,1,9,10,high
21,Female,9.35,10,4,180,139,7.898638045993832,8,10,8,low
26,Female,7.62,6,20,139,35,7.938661759258302,3,7,2,low
18,Female,6.07,2,63,16,178,8.327064023600812,8,9,4,high
28,Male,8.27,10,40,248,144,6.582028397999346,9,4,2,medium
27,Female,8.15,1,71,272,88,10.021633155831712,9,5,9,high
47,Male,5.72,10,75,269,105,11.00632502779866,1,7,9,high
43,Other,8.81,8,72,50,40,7.558128941274658,7,2,1,high
45,Female,5.52,8,85,273,141,4.169472753702854,4,5,1,high
30,Male,8.36,2,23,167,78,11.191432454568016,4,6,2,low
48,Female,7.79,1,20,237,86,6.92970238828147,10,6,3,low
24,Male,4.96,7,83,188,91,9.162759523256652,4,4,3,high
55,Male,4.55,9,4,178,53,11.36524908168348,5,8,1,low
40,Female,5.17,9,43,196,42,6.363609728974408,3,5,3,medium
18,Female,6.48,8,45,19,165,9.052148812595188,2,2,4,medium
18,Other,6.96,5,16,194,37,9.063658274443776,3,6,6,low
36,Other,7.31,4,63,185,18,9.885700881064263,3,10,6,high
44,Male,9.25,2,57,129,173,6.02968100944564,7,1,6,medium
31,Male,8.48,1,15,225,81,5.4093579952639965,3,4,7,low
54,Male,5.95,1,62,98,111,11.530004722909265,9,1,5,high
20,Female,6.8,7,78,0,55,5.592261236333667,10,5,6,high
19,Female,7.67,1,38,119,42,10.80506719078927,1,7,10,medium
41,Female,6.96,10,15,61,64,11.69487640440348,4,3,8,low
58,Male,7.94,10,15,229,175,11.06062087287192,5,3,3,low
20,Female,9.22,9,34,7,11,9.908987864909976,3,4,3,medium
49,Female,5.52,2,5,184,15,10.286201984578684,2,9,3,low
53,Female,8.29,5,66,281,166,4.270470638737238,6,8,4,high
59,Female,6.33,9,47,283,30,11.630585155445967,1,5,1,medium
59,Male,9.1,4,15,98,177,10.063601763692738,9,8,1,low
44,Male,5.42,8,45,272,4,6.771796319491436,10,6,9,medium
24,Other,6.23,8,87,60,172,9.560167642555433,6,2,5,high
47,Male,8.99,9,67,201,108,10.510399822551644,9,7,10,high
48,Female,5.26,7,38,66,91,8.541129638158274,3,3,10,medium
41,Female,9.38,9,12,204,98,10.62715613896129,8,1,1,low
20,Other,8.4,9,65,211,26,8.915384969673589,3,10,2,high
36,Female,6.72,7,29,41,164,4.803723919497935,6,8,10,low
52,Male,9.04,9,61,152,66,9.426972811290105,4,2,5,high
37,Female,6.42,3,43,148,179,9.581815038784146,9,10,7,medium
20,Other,5.09,2,87,26,28,8.32983322369289,9,5,4,high
57,Male,4.85,7,84,277,71,4.3308071416176945,4,8,3,high
53,Female,8.21,3,10,252,159,10.05959112952788,10,6,9,low
46,Other,5.87,8,44,287,122,9.64295689799368,2,3,10,medium
25,Other,5.28,10,77,25,165,7.287619305000998,7,1,10,high
40,Female,6.54,4,2,182,106,10.759007424454856,1,8,6,low
25,Other,8.32,3,72,71,7,4.004222749486659,4,7,6,high
51,Male,6.73,3,43,174,139,6.926864690020384,2,7,4,medium
47,Male,9.19,10,55,213,41,11.919470124289589,6,6,6,medium
53,Female,5.19,4,33,62,1,4.0435842217983105,2,4,7,medium
54,Female,6.31,2,79,77,123,9.364566789808876,6,7,10,high
26,Male,5.1,4,20,75,150,7.0787116830283345,5,5,7,low
18,Female,5.94,8,77,6,134,8.160547104009593,9,7,9,high
31,Female,9.35,1,54,2,130,10.942232278551971,7,6,1,medium
52,Female,4.93,9,17,2,27,8.996679236442343,6,6,5,low
18,Male,8.78,4,40,80,101,11.22588862955016,9,1,4,medium
40,Female,8.35,9,19,168,74,5.515131862971959,9,4,1,low
31,Male,8.49,6,34,286,97,6.692608333899121,4,1,1,medium
58,Male,5.15,3,62,211,135,6.681138123684631,2,4,9,high
56,Female,6.15,6,86,122,82,7.013958336764528,6,3,2,high
53,Male,8.2,9,81,106,10,7.17126802639539,1,2,2,high
55,Other,7.3,3,13,263,76,8.996779848154837,2,7,6,low
55,Male,6,1,16,228,26,6.491278312142664,9,9,6,low
38,Female,6.47,5,20,256,158,5.337354301725312,3,6,2,low
21,Other,8.88,5,19,125,168,5.374284163664582,9,4,9,low
34,Other,7.39,4,49,178,119,8.623385366479383,1,2,4,medium
39,Other,7.2,6,39,260,2,4.66766884113901,8,5,9,medium
25,Other,7.4,9,84,292,133,6.5270102471357685,4,10,10,high
45,Other,5.38,3,7,274,35,9.175881595024304,5,2,7,low
56,Other,9.46,6,86,296,23,5.704777555548636,3,1,1,high
32,Female,5.96,5,82,1,93,7.905015627762891,7,1,1,high
55,Male,6.42,4,23,27,145,9.774803521397915,6,2,3,low
28,Male,6.85,1,8,25,5,6.870675351501458,1,10,1,low
35,Other,5.07,6,24,261,105,10.122750045567336,1,5,2,low
41,Male,7.97,3,24,104,22,11.226672510512037,7,1,9,low
58,Female,5.3,6,56,216,30,10.731468717080174,1,3,6,medium
45,Female,9.22,8,14,113,4,5.266889474244557,5,3,3,low
34,Male,7.16,1,29,236,112,4.922623457320959,4,10,9,low
35,Male,5.25,10,21,23,139,11.231130752715456,5,4,7,low
30,Female,8.56,8,80,40,12,9.874687024579364,8,10,4,high
23,Female,8.11,7,5,225,52,9.191350036055937,5,5,7,low
38,Male,7.71,10,22,287,71,8.200199819405558,5,4,1,low
28,Female,5.99,10,78,35,128,5.9408369177565845,10,9,1,high
32,Other,7.67,6,88,177,116,10.979892122067142,3,5,7,high
36,Other,4.6,1,33,78,178,9.60591184950016,5,10,9,medium
36,Other,5.46,9,50,49,116,4.8589857155860585,7,6,3,medium
35,Other,6.19,6,61,179,132,4.802484375135658,1,9,5,high
58,Male,5.34,1,37,246,91,5.102178264377736,1,10,3,medium
50,Female,5.58,9,10,120,135,5.698925858199899,1,2,1,low
55,Other,7.4,1,1,166,141,11.417766350712784,3,10,8,low
57,Male,8.72,5,72,185,170,9.814092829483094,7,6,8,high
47,Female,6.52,9,19,60,24,6.858276545074737,3,6,9,low
31,Male,5.47,5,10,234,39,5.274620943516212,6,7,6,low
21,Male,7.59,4,2,10,4,10.403365927019554,8,9,6,low
55,Female,6.47,9,83,17,151,5.643157914533925,10,1,6,high
40,Female,8.71,1,13,272,121,7.965573580638631,7,1,3,low
22,Other,7.22,3,79,67,90,10.885625383276825,10,10,2,high
43,Male,6.12,7,11,175,102,10.24346765191076,6,5,2,low
51,Other,6.33,3,74,130,105,9.770734632176678,9,10,10,high
49,Female,7.74,1,88,153,4,9.56022706687245,8,9,9,high
24,Other,6,3,63,298,43,4.519860561675287,7,9,3,high
19,Male,5.33,2,9,1,140,4.836242993418722,10,1,3,low
53,Female,5.1,7,22,271,43,6.466286776636156,1,3,1,low
48,Female,4.76,2,3,252,109,7.424644099830235,7,8,8,low
45,Female,5.55,7,17,6,154,11.986774251108985,5,5,2,low
27,Male,6.17,6,27,187,69,9.97208746391188,1,5,10,low
42,Female,8.85,9,12,70,0,6.288591643479854,3,8,3,low
21,Male,6.62,5,58,195,3,6.203123598006829,5,8,6,medium
34,Female,8.93,4,81,106,8,9.839940253602776,3,2,1,high
54,Male,5.06,8,69,231,58,7.895930852987004,2,3,7,high
36,Male,8.52,5,22,172,168,11.447879012070045,6,6,1,low
57,Female,7.57,10,89,30,49,9.272614232631955,7,6,8,high
39,Female,8.68,10,75,233,118,7.725151473091916,4,10,5,high
55,Other,6.64,2,21,93,56,8.626169159225611,3,7,4,low
23,Male,7.72,8,33,179,9,4.962025378713632,6,4,8,medium
29,Other,5.09,7,74,213,35,9.122351335608688,7,7,2,high
28,Male,8.54,1,36,204,134,8.335327648208775,10,1,6,medium
18,Female,6.83,10,54,38,81,11.449463420328645,8,4,7,medium
19,Male,7.73,3,14,67,170,8.660670904784439,9,1,8,low
50,Female,5.27,10,77,77,103,6.157207472778257,9,1,9,high
35,Female,6.24,2,6,259,172,9.859989466289472,3,9,2,low
36,Female,6.96,5,45,282,113,9.36008019199902,9,4,10,medium
42,Male,9.49,5,30,8,66,8.293746792895863,6,10,3,low
33,Male,9.07,4,77,279,26,11.51428436531464,8,8,1,high
55,Male,6.82,8,52,201,28,5.555233752944397,5,1,5,medium
57,Female,8.42,5,78,88,177,4.2400088414250945,1,3,10,high
25,Other,5.58,1,40,135,157,4.57053833643398,3,3,10,medium
28,Other,5.09,6,59,128,96,7.837944745161315,5,7,1,medium
34,Other,7.88,5,52,228,92,9.62016260061426,1,5,10,medium
42,Other,6.68,8,88,106,117,4.589391188968231,8,6,6,high
